Ticket_ID,Subject,Description,Category,Priority
TKT-01153,"Hi team, I see a mysterious charge labeled 'premium upgrade'...","Hi team, I see a mysterious charge labeled 'premium upgrade' that I never requested.",Billing,High
TKT-01154,Are there any upcoming webinars or online events we can join...,Are there any upcoming webinars or online events we can join?,General Inquiry,Low
TKT-01155,Appreciate your help. Database sync is corrupted and none of...,Appreciate your help. Database sync is corrupted and none of our records are loading properly. Appreciate your help. ,Technical,High
TKT-01156,Urgent: Do you have a referral program for existing customer...,Urgent: Do you have a referral program for existing customers?,General Inquiry,Low
TKT-01157,"Hi team, It would be nice to have dark mode support in the w...","Hi team, It would be nice to have dark mode support in the web app.",Technical,Low
TKT-01158,Appreciate your help. The mobile app icon looks blurry on hi...,Appreciate your help. The mobile app icon looks blurry on high-resolution screens.,Technical,Low
TKT-01159,Search functionality returns irrelevant results for exact-ma...,Search functionality returns irrelevant results for exact-match queries.,Technical,Medium
TKT-01160,I need to transfer ownership of this account to a colleague.,I need to transfer ownership of this account to a colleague.,Account Access,Medium
TKT-01161,Integration with our CRM completely broke after your last de...,Integration with our CRM completely broke after your last deployment. This is really frustrating. ,Technical,High
TKT-01162,I'd like to switch from monthly to annual billing. What are ...,I'd like to switch from monthly to annual billing. What are the steps? Appreciate your help. ,Billing,Medium
TKT-01163,This is really frustrating. Can I get a breakdown of charges...,This is really frustrating. Can I get a breakdown of charges for the last six months?,Billing,Low
TKT-01164,Two-factor authentication emails are arriving with a 15-minu...,Two-factor authentication emails are arriving with a 15-minute delay.,Technical,Medium
TKT-01165,Thanks in advance. Do you have a referral program for existi...,Thanks in advance. Do you have a referral program for existing customers?,General Inquiry,Low
TKT-01166,Where do I manage email notification preferences?,Where do I manage email notification preferences?,Account Access,Low
TKT-01167,Please prioritize this. Just wanted to say thanks — the new ...,Please prioritize this. Just wanted to say thanks — the new update is really smooth!,General Inquiry,Low
TKT-01168,Urgent: Payment failed but money was deducted from my bank. ...,Urgent: Payment failed but money was deducted from my bank. Need resolution ASAP. This is really frustrating. ,Billing,High
TKT-01169,Looking forward to a quick resolution. Client-facing demo is...,Looking forward to a quick resolution. Client-facing demo is tomorrow and the trial environment is not set up yet.,General Inquiry,High
TKT-01170,Why was I charged a different amount than what's shown on th...,Why was I charged a different amount than what's shown on the pricing page?,Billing,Medium
TKT-01171,What is the process for submitting a feature request? We've ...,What is the process for submitting a feature request? We've been waiting for days. ,General Inquiry,Medium
TKT-01172,"Hi team, Can we get a dedicated account manager for our orga...","Hi team, Can we get a dedicated account manager for our organization?",General Inquiry,Medium
TKT-01173,Where can I find your community forum or user group?,Where can I find your community forum or user group?,General Inquiry,Low
TKT-01174,Thanks in advance. Our contract expires tomorrow and we have...,Thanks in advance. Our contract expires tomorrow and we haven't received the renewal terms yet.,General Inquiry,High
TKT-01175,Please prioritize this. Where can I find my account ID or cu...,Please prioritize this. Where can I find my account ID or customer number?,Account Access,Low
TKT-01176,FYI — The on-boarding tooltip covers the submit button on sm...,FYI — The on-boarding tooltip covers the submit button on smaller screens. Looking forward to a quick resolution. ,Technical,Low
TKT-01177,Minor typo on the settings page: 'Notifcations' instead of '...,Minor typo on the settings page: 'Notifcations' instead of 'Notifications'. Thanks in advance. ,Technical,Low
TKT-01178,The dashboard loads very slowly — takes over 30 seconds ever...,The dashboard loads very slowly — takes over 30 seconds every time.,Technical,Medium
TKT-01179,"Hello, Payment failed but money was deducted from my bank. N...","Hello, Payment failed but money was deducted from my bank. Need resolution ASAP.",Billing,High
TKT-01180,"Hi team, We'd like to schedule a training session for our ne...","Hi team, We'd like to schedule a training session for our new team members.",General Inquiry,Medium
TKT-01181,Is there an API rate-limit increase available for our curren...,Is there an API rate-limit increase available for our current plan?,General Inquiry,Medium
TKT-01182,Account suspended without explanation. I have a client demo ...,Account suspended without explanation. I have a client demo in one hour!,Account Access,High
TKT-01183,FYI — How do I view my login history for security review?,FYI — How do I view my login history for security review?,Account Access,Low
TKT-01184,Is there an API rate-limit increase available for our curren...,Is there an API rate-limit increase available for our current plan?,General Inquiry,Medium
TKT-01185,Are there any upcoming webinars or online events we can join...,Are there any upcoming webinars or online events we can join?,General Inquiry,Low
TKT-01186,Thanks in advance. What payment methods do you accept beside...,Thanks in advance. What payment methods do you accept besides credit cards?,Billing,Low
TKT-01187,We've been waiting for days. Where can I find your community...,We've been waiting for days. Where can I find your community forum or user group?,General Inquiry,Low
TKT-01188,Just wanted to say thanks — the new update is really smooth!,Just wanted to say thanks — the new update is really smooth!,General Inquiry,Low
TKT-01189,This is really frustrating. Password reset link expired inst...,This is really frustrating. Password reset link expired instantly. I've tried five times with no luck.,Account Access,High
TKT-01190,Please note: Where can I find the latest product documentati...,Please note: Where can I find the latest product documentation and release notes? FYI — ,General Inquiry,Medium
TKT-01191,Payment failed but money was deducted from my bank. Need res...,Payment failed but money was deducted from my bank. Need resolution ASAP.,Billing,High
TKT-01192,"Also, Need an emergency meeting with your solutions architec...","Also, Need an emergency meeting with your solutions architect before our board call.",General Inquiry,High
TKT-01193,We've been waiting for days. Where can I read your terms of ...,We've been waiting for days. Where can I read your terms of service and privacy policy?,General Inquiry,Low
TKT-01194,"Hi team, Is there a mobile app available for Android?","Hi team, Is there a mobile app available for Android?",General Inquiry,Low
TKT-01195,"Also, What payment methods do you accept besides credit card...","Also, What payment methods do you accept besides credit cards?",Billing,Low
TKT-01196,Payment failed but money was deducted from my bank. Need res...,Payment failed but money was deducted from my bank. Need resolution ASAP. Looking forward to a quick resolution. ,Billing,High
TKT-01197,Please prioritize this. Integration with our CRM completely ...,Please prioritize this. Integration with our CRM completely broke after your last deployment.,Technical,High
TKT-01198,I can log in on mobile but the web app says my credentials a...,I can log in on mobile but the web app says my credentials are invalid.,Account Access,Medium
TKT-01199,Our automated pipeline is failing because your API endpoint ...,Our automated pipeline is failing because your API endpoint is unreachable. This is really frustrating. ,Technical,High
TKT-01200,This is really frustrating. My admin privileges were revoked...,This is really frustrating. My admin privileges were revoked and I can no longer manage our team.,Account Access,High
TKT-01201,Where can I find my account ID or customer number?,Where can I find my account ID or customer number?,Account Access,Low
TKT-01202,I cancelled my plan last week but was still charged the full...,I cancelled my plan last week but was still charged the full annual fee today.,Billing,High
TKT-01203,Just wanted to say thanks — the new update is really smooth!,Just wanted to say thanks — the new update is really smooth!,General Inquiry,Low
TKT-01204,"Dear support, What new features are planned for the next pro...","Dear support, What new features are planned for the next product release?",General Inquiry,Medium
TKT-01205,The drag-and-drop feature stopped working in the latest Chro...,The drag-and-drop feature stopped working in the latest Chrome update.,Technical,Medium
TKT-01206,We are evaluating your product for a 5000-seat enterprise de...,We are evaluating your product for a 5000-seat enterprise deal. Need info ASAP.,General Inquiry,High
TKT-01207,Thanks in advance. I can log in on mobile but the web app sa...,Thanks in advance. I can log in on mobile but the web app says my credentials are invalid. Hoping someone can assist. ,Account Access,Medium
TKT-01208,"Hello, Regulatory audit requires compliance documentation by...","Hello, Regulatory audit requires compliance documentation by end of day. Please expedite.",General Inquiry,High
TKT-01209,What happens to my data if I miss a payment cycle?,What happens to my data if I miss a payment cycle?,Billing,Low
TKT-01210,"Hello, Database sync is corrupted and none of our records ar...","Hello, Database sync is corrupted and none of our records are loading properly.",Technical,High
TKT-01211,Are there any upcoming webinars or online events we can join...,"Are there any upcoming webinars or online events we can join? By the way, ",General Inquiry,Low
TKT-01212,Where can I read your terms of service and privacy policy? T...,Where can I read your terms of service and privacy policy? This is really frustrating. ,General Inquiry,Low
TKT-01213,"Hi team, I'm completely locked out after too many failed log...","Hi team, I'm completely locked out after too many failed login attempts. Please unlock. FYI — ",Account Access,High
TKT-01214,FYI — Can you add keyboard shortcuts for the most common act...,FYI — Can you add keyboard shortcuts for the most common actions? This is really frustrating. ,Technical,Low
TKT-01215,This is really frustrating. I see a mysterious charge labele...,This is really frustrating. I see a mysterious charge labeled 'premium upgrade' that I never requested.,Billing,High
TKT-01216,"My session keeps expiring every few minutes, forcing me to r...","My session keeps expiring every few minutes, forcing me to re-login. FYI — ",Account Access,Medium
TKT-01217,The entire platform is down and our team cannot access any r...,"The entire platform is down and our team cannot access any resources! Dear support, ",Technical,High
TKT-01218,I can log in on mobile but the web app says my credentials a...,I can log in on mobile but the web app says my credentials are invalid. Please prioritize this. ,Account Access,Medium
TKT-01219,Looking forward to a quick resolution. Can you merge my two ...,Looking forward to a quick resolution. Can you merge my two accounts into a single one?,Account Access,Medium
TKT-01220,Appreciate your help. Unauthorized login detected from a for...,Appreciate your help. Unauthorized login detected from a foreign IP. Lock my account immediately. Please prioritize this. ,Account Access,High
TKT-01221,What are the password complexity requirements?,What are the password complexity requirements?,Account Access,Low
TKT-01222,"Also, The entire platform is down and our team cannot access...","Also, The entire platform is down and our team cannot access any resources!",Technical,High
TKT-01223,Unauthorized charge on my account. I did not authorize this ...,Unauthorized charge on my account. I did not authorize this transaction at all.,Billing,High
TKT-01224,"By the way, Client-facing demo is tomorrow and the trial env...","By the way, Client-facing demo is tomorrow and the trial environment is not set up yet. Hi team, ",General Inquiry,High
TKT-01225,What payment methods do you accept besides credit cards?,What payment methods do you accept besides credit cards?,Billing,Low
TKT-01226,Are there any upcoming webinars or online events we can join...,Are there any upcoming webinars or online events we can join?,General Inquiry,Low
TKT-01227,Urgent: Is there a way to change the default font size in th...,Urgent: Is there a way to change the default font size in the dashboard?,Technical,Low
TKT-01228,Someone changed my email address on file. I think my account...,Someone changed my email address on file. I think my account was hacked.,Account Access,High
TKT-01229,How do I update the payment method on file to a new credit c...,How do I update the payment method on file to a new credit card? We've been waiting for days. ,Billing,Medium
TKT-01230,File uploads fail silently when the file size exceeds 10 MB.,File uploads fail silently when the file size exceeds 10 MB.,Technical,Medium
TKT-01231,Do you have a referral program for existing customers? This ...,Do you have a referral program for existing customers? This is really frustrating. ,General Inquiry,Low
TKT-01232,Can you provide a comparison between the Pro and Enterprise ...,Can you provide a comparison between the Pro and Enterprise tiers?,General Inquiry,Medium
TKT-01233,What are your customer support hours on weekends?,What are your customer support hours on weekends?,General Inquiry,Low
TKT-01234,File uploads fail silently when the file size exceeds 10 MB.,File uploads fail silently when the file size exceeds 10 MB.,Technical,Medium
TKT-01235,I can log in on mobile but the web app says my credentials a...,I can log in on mobile but the web app says my credentials are invalid. Appreciate your help. ,Account Access,Medium
TKT-01236,Application crashes on login for all users in our organizati...,"Application crashes on login for all users in our organization. Also, ",Technical,High
TKT-01237,How do I enable two-factor authentication for my account? Ap...,How do I enable two-factor authentication for my account? Appreciate your help. ,Account Access,Medium
TKT-01238,"Hello, Password reset link expired instantly. I've tried fiv...","Hello, Password reset link expired instantly. I've tried five times with no luck.",Account Access,High
TKT-01239,Please note: Is there an API rate-limit increase available f...,Please note: Is there an API rate-limit increase available for our current plan?,General Inquiry,Medium
TKT-01240,Thanks in advance. Export to CSV feature is generating corru...,Thanks in advance. Export to CSV feature is generating corrupted files intermittently.,Technical,Medium
TKT-01241,My credit card was billed $500 instead of $50. This is urgen...,"My credit card was billed $500 instead of $50. This is urgent, please fix now!",Billing,High
TKT-01242,Just wanted to say thanks — the new update is really smooth!...,Just wanted to say thanks — the new update is really smooth! We've been waiting for days. ,General Inquiry,Low
TKT-01243,The on-boarding tooltip covers the submit button on smaller ...,The on-boarding tooltip covers the submit button on smaller screens.,Technical,Low
TKT-01244,We'd like to schedule a training session for our new team me...,We'd like to schedule a training session for our new team members.,General Inquiry,Medium
TKT-01245,Can I use a passkey instead of a traditional password?,Can I use a passkey instead of a traditional password?,Account Access,Low
TKT-01246,Just wanted to say thanks — the new update is really smooth!...,Just wanted to say thanks — the new update is really smooth! This is really frustrating. ,General Inquiry,Low
TKT-01247,What is the process for submitting a feature request? Apprec...,What is the process for submitting a feature request? Appreciate your help. ,General Inquiry,Medium
TKT-01248,What is the process for submitting a feature request?,What is the process for submitting a feature request?,General Inquiry,Medium
TKT-01249,It would be nice to have dark mode support in the web app. A...,"It would be nice to have dark mode support in the web app. Also, ",Technical,Low
TKT-01250,Can you add an option to sort tickets by creation date in as...,Can you add an option to sort tickets by creation date in ascending order?,Technical,Low
TKT-01251,"By the way, Executive sponsor wants a migration timeline doc...","By the way, Executive sponsor wants a migration timeline document before signing the PO.",General Inquiry,High
TKT-01252,File uploads fail silently when the file size exceeds 10 MB....,"File uploads fail silently when the file size exceeds 10 MB. By the way, ",Technical,Medium
TKT-01253,We've been waiting for days. Can you merge my two accounts i...,We've been waiting for days. Can you merge my two accounts into a single one?,Account Access,Medium
TKT-01254,"Hello, Application crashes on login for all users in our org...","Hello, Application crashes on login for all users in our organization.",Technical,High
TKT-01255,Critical data loss after the latest update. We need recovery...,"Critical data loss after the latest update. We need recovery immediately. Dear support, ",Technical,High
TKT-01256,Please prioritize this. How do I view my login history for s...,Please prioritize this. How do I view my login history for security review?,Account Access,Low
TKT-01257,What are the password complexity requirements? We've been wa...,What are the password complexity requirements? We've been waiting for days. ,Account Access,Low
TKT-01258,"Also, My promo code didn't apply at checkout. Can someone lo...","Also, My promo code didn't apply at checkout. Can someone look into this?",Billing,Medium
TKT-01259,Please prioritize this. Where can I find your community foru...,Please prioritize this. Where can I find your community forum or user group? We've been waiting for days. ,General Inquiry,Low
TKT-01260,Please prioritize this. Our contract expires tomorrow and we...,Please prioritize this. Our contract expires tomorrow and we haven't received the renewal terms yet. Thanks in advance. ,General Inquiry,High
TKT-01261,Hoping someone can assist. Where can I find the latest produ...,Hoping someone can assist. Where can I find the latest product documentation and release notes?,General Inquiry,Medium
TKT-01262,Urgent: Security vulnerability found. Sensitive customer dat...,"Urgent: Security vulnerability found. Sensitive customer data may be exposed. Hello, ",Technical,High
TKT-01263,FYI — How do I enable two-factor authentication for my accou...,"FYI — How do I enable two-factor authentication for my account? Also, ",Account Access,Medium
TKT-01264,"Hello, Our contract expires tomorrow and we haven't received...","Hello, Our contract expires tomorrow and we haven't received the renewal terms yet.",General Inquiry,High
TKT-01265,Search functionality returns irrelevant results for exact-ma...,Search functionality returns irrelevant results for exact-match queries.,Technical,Medium
TKT-01266,Urgent: Need an emergency meeting with your solutions archit...,Urgent: Need an emergency meeting with your solutions architect before our board call.,General Inquiry,High
TKT-01267,"Also, The on-boarding tooltip covers the submit button on sm...","Also, The on-boarding tooltip covers the submit button on smaller screens.",Technical,Low
TKT-01268,"Also, What new features are planned for the next product rel...","Also, What new features are planned for the next product release? Hi team, ",General Inquiry,Medium
TKT-01269,What happens to my data if I miss a payment cycle?,What happens to my data if I miss a payment cycle?,Billing,Low
TKT-01270,Critical data loss after the latest update. We need recovery...,Critical data loss after the latest update. We need recovery immediately.,Technical,High
TKT-01271,Hoping someone can assist. I need to transfer ownership of t...,Hoping someone can assist. I need to transfer ownership of this account to a colleague.,Account Access,Medium
TKT-01272,How do I enable two-factor authentication for my account?,How do I enable two-factor authentication for my account?,Account Access,Medium
TKT-01273,Where can I read your terms of service and privacy policy?,Where can I read your terms of service and privacy policy?,General Inquiry,Low
TKT-01274,Can I get a breakdown of charges for the last six months?,Can I get a breakdown of charges for the last six months?,Billing,Low
TKT-01275,Is there a mobile app available for Android?,Is there a mobile app available for Android?,General Inquiry,Low
TKT-01276,"Dear support, I can log in on mobile but the web app says my...","Dear support, I can log in on mobile but the web app says my credentials are invalid. Dear support, ",Account Access,Medium
TKT-01277,"Hello, I need to transfer ownership of this account to a col...","Hello, I need to transfer ownership of this account to a colleague.",Account Access,Medium
TKT-01278,Where can I download old receipts from my account?,Where can I download old receipts from my account?,Billing,Low
TKT-01279,The discount I was promised during sign-up isn't reflected o...,The discount I was promised during sign-up isn't reflected on my bill. Urgent: ,Billing,Medium
TKT-01280,Where do I manage email notification preferences?,Where do I manage email notification preferences?,Account Access,Low
TKT-01281,Need an emergency meeting with your solutions architect befo...,Need an emergency meeting with your solutions architect before our board call.,General Inquiry,High
TKT-01282,We've been waiting for days. Someone changed my email addres...,We've been waiting for days. Someone changed my email address on file. I think my account was hacked.,Account Access,High
TKT-01283,Password reset link expired instantly. I've tried five times...,Password reset link expired instantly. I've tried five times with no luck.,Account Access,High
TKT-01284,Looking forward to a quick resolution. Do you have a referra...,Looking forward to a quick resolution. Do you have a referral program for existing customers? Please prioritize this. ,General Inquiry,Low
TKT-01285,Appreciate your help. Where can I read your terms of service...,Appreciate your help. Where can I read your terms of service and privacy policy?,General Inquiry,Low
TKT-01286,"Can I change the display name shown on my profile? Hi team, ","Can I change the display name shown on my profile? Hi team, ",Account Access,Low
TKT-01287,I'd like to switch from monthly to annual billing. What are ...,I'd like to switch from monthly to annual billing. What are the steps?,Billing,Medium
TKT-01288,My admin privileges were revoked and I can no longer manage ...,My admin privileges were revoked and I can no longer manage our team.,Account Access,High
TKT-01289,Need a copy of my invoice from last quarter for tax purposes...,Need a copy of my invoice from last quarter for tax purposes.,Billing,Medium
TKT-01290,What new features are planned for the next product release?,What new features are planned for the next product release?,General Inquiry,Medium
TKT-01291,Appreciate your help. My session keeps expiring every few mi...,"Appreciate your help. My session keeps expiring every few minutes, forcing me to re-login.",Account Access,Medium
TKT-01292,Hoping someone can assist. Security vulnerability found. Sen...,Hoping someone can assist. Security vulnerability found. Sensitive customer data may be exposed.,Technical,High
TKT-01293,Reports show incorrect date ranges when timezone is set to U...,Reports show incorrect date ranges when timezone is set to UTC.,Technical,Medium
TKT-01294,Can you explain the extra fee on my latest invoice?,Can you explain the extra fee on my latest invoice?,Billing,Medium
TKT-01295,Please prioritize this. Can I get a breakdown of charges for...,Please prioritize this. Can I get a breakdown of charges for the last six months?,Billing,Low
TKT-01296,I was charged twice for my subscription this month and need ...,I was charged twice for my subscription this month and need an immediate refund.,Billing,High
TKT-01297,It would be nice to have dark mode support in the web app.,It would be nice to have dark mode support in the web app.,Technical,Low
TKT-01298,Our automated pipeline is failing because your API endpoint ...,Our automated pipeline is failing because your API endpoint is unreachable.,Technical,High
TKT-01299,Can you add an option to sort tickets by creation date in as...,Can you add an option to sort tickets by creation date in ascending order?,Technical,Low
TKT-01300,Server returns 500 error on every API call since this mornin...,"Server returns 500 error on every API call since this morning. Production blocked. Hi team, ",Technical,High
TKT-01301,We've been waiting for days. Can you add an option to sort t...,We've been waiting for days. Can you add an option to sort tickets by creation date in ascending order?,Technical,Low
TKT-01302,"Also, Just wondering when the next billing cycle starts. Ple...","Also, Just wondering when the next billing cycle starts. Please prioritize this. ",Billing,Low
TKT-01303,How do I add a new team member to our company account? FYI —...,How do I add a new team member to our company account? FYI — ,Account Access,Medium
TKT-01304,Can we get a dedicated account manager for our organization?,Can we get a dedicated account manager for our organization?,General Inquiry,Medium
TKT-01305,Can I provide feedback on a recent support interaction?,Can I provide feedback on a recent support interaction?,General Inquiry,Low
TKT-01306,Please note: Unauthorized login detected from a foreign IP. ...,Please note: Unauthorized login detected from a foreign IP. Lock my account immediately. Appreciate your help. ,Account Access,High
TKT-01307,Subscription auto-renewed after I explicitly opted out. Refu...,Subscription auto-renewed after I explicitly opted out. Refund required urgently. Thanks in advance. ,Billing,High
TKT-01308,Reports show incorrect date ranges when timezone is set to U...,Reports show incorrect date ranges when timezone is set to UTC.,Technical,Medium
TKT-01309,I was charged twice for my subscription this month and need ...,I was charged twice for my subscription this month and need an immediate refund.,Billing,High
TKT-01310,I want to downgrade my plan. Will I receive a prorated refun...,I want to downgrade my plan. Will I receive a prorated refund? This is really frustrating. ,Billing,Medium
TKT-01311,What are your customer support hours on weekends? Please pri...,What are your customer support hours on weekends? Please prioritize this. ,General Inquiry,Low
TKT-01312,Looking forward to a quick resolution. Our contract expires ...,Looking forward to a quick resolution. Our contract expires tomorrow and we haven't received the renewal terms yet.,General Inquiry,High
TKT-01313,Can you provide a comparison between the Pro and Enterprise ...,Can you provide a comparison between the Pro and Enterprise tiers?,General Inquiry,Medium
TKT-01314,Client-facing demo is tomorrow and the trial environment is ...,Client-facing demo is tomorrow and the trial environment is not set up yet.,General Inquiry,High
TKT-01315,Where can I find my account ID or customer number?,Where can I find my account ID or customer number?,Account Access,Low
TKT-01316,I changed my email and now I can't verify my identity.,I changed my email and now I can't verify my identity.,Account Access,Medium
TKT-01317,This is really frustrating. The drag-and-drop feature stoppe...,This is really frustrating. The drag-and-drop feature stopped working in the latest Chrome update.,Technical,Medium
TKT-01318,What are your customer support hours on weekends?,What are your customer support hours on weekends?,General Inquiry,Low
TKT-01319,Subscription auto-renewed after I explicitly opted out. Refu...,Subscription auto-renewed after I explicitly opted out. Refund required urgently.,Billing,High
TKT-01320,Where can I find the latest product documentation and releas...,Where can I find the latest product documentation and release notes?,General Inquiry,Medium
TKT-01321,Thanks in advance. Two-factor authentication emails are arri...,Thanks in advance. Two-factor authentication emails are arriving with a 15-minute delay. Hoping someone can assist. ,Technical,Medium
TKT-01322,Urgent: The drag-and-drop feature stopped working in the lat...,Urgent: The drag-and-drop feature stopped working in the latest Chrome update. Urgent: ,Technical,Medium
TKT-01323,My credit card was billed $500 instead of $50. This is urgen...,"My credit card was billed $500 instead of $50. This is urgent, please fix now!",Billing,High
TKT-01324,Are there any upcoming webinars or online events we can join...,Are there any upcoming webinars or online events we can join?,General Inquiry,Low
TKT-01325,Can I get a breakdown of charges for the last six months? FY...,Can I get a breakdown of charges for the last six months? FYI — ,Billing,Low
TKT-01326,"By the way, Where can I find my account ID or customer numbe...","By the way, Where can I find my account ID or customer number?",Account Access,Low
TKT-01327,Regulatory audit requires compliance documentation by end of...,Regulatory audit requires compliance documentation by end of day. Please expedite.,General Inquiry,High
TKT-01328,"Dear support, Password reset link expired instantly. I've tr...","Dear support, Password reset link expired instantly. I've tried five times with no luck.",Account Access,High
TKT-01329,Is there a student discount available for the premium plan?,Is there a student discount available for the premium plan?,Billing,Low
TKT-01330,Payment failed but money was deducted from my bank. Need res...,Payment failed but money was deducted from my bank. Need resolution ASAP. FYI — ,Billing,High
TKT-01331,How do I add a new team member to our company account?,How do I add a new team member to our company account?,Account Access,Medium
TKT-01332,This is really frustrating. Is there an option to set a prof...,This is really frustrating. Is there an option to set a profile picture?,Account Access,Low
TKT-01333,Search functionality returns irrelevant results for exact-ma...,Search functionality returns irrelevant results for exact-match queries.,Technical,Medium
TKT-01334,"Hello, Two-factor authentication emails are arriving with a ...","Hello, Two-factor authentication emails are arriving with a 15-minute delay.",Technical,Medium
TKT-01335,Thanks in advance. What new features are planned for the nex...,Thanks in advance. What new features are planned for the next product release?,General Inquiry,Medium
TKT-01336,Urgent: Account suspended without explanation. I have a clie...,Urgent: Account suspended without explanation. I have a client demo in one hour!,Account Access,High
TKT-01337,Reports show incorrect date ranges when timezone is set to U...,Reports show incorrect date ranges when timezone is set to UTC.,Technical,Medium
TKT-01338,Integration with our CRM completely broke after your last de...,Integration with our CRM completely broke after your last deployment.,Technical,High
TKT-01339,Do you offer any nonprofit pricing or special plans?,Do you offer any nonprofit pricing or special plans?,Billing,Low
TKT-01340,Can you explain the extra fee on my latest invoice?,Can you explain the extra fee on my latest invoice?,Billing,Medium
TKT-01341,This is really frustrating. Do you have case studies from co...,This is really frustrating. Do you have case studies from companies in the healthcare sector? Please note: ,General Inquiry,Medium
TKT-01342,I was charged twice for my subscription this month and need ...,I was charged twice for my subscription this month and need an immediate refund. Appreciate your help. ,Billing,High
TKT-01343,Is there an API rate-limit increase available for our curren...,Is there an API rate-limit increase available for our current plan?,General Inquiry,Medium
TKT-01344,Appreciate your help. Where can I find your community forum ...,Appreciate your help. Where can I find your community forum or user group? Looking forward to a quick resolution. ,General Inquiry,Low
TKT-01345,We'd like to schedule a training session for our new team me...,We'd like to schedule a training session for our new team members.,General Inquiry,Medium
TKT-01346,The drag-and-drop feature stopped working in the latest Chro...,The drag-and-drop feature stopped working in the latest Chrome update.,Technical,Medium
TKT-01347,Do you have case studies from companies in the healthcare se...,"Do you have case studies from companies in the healthcare sector? Hi team, ",General Inquiry,Medium
TKT-01348,Hoping someone can assist. Is there a mobile app available f...,Hoping someone can assist. Is there a mobile app available for Android? Hoping someone can assist. ,General Inquiry,Low
TKT-01349,"Also, I see a mysterious charge labeled 'premium upgrade' th...","Also, I see a mysterious charge labeled 'premium upgrade' that I never requested. We've been waiting for days. ",Billing,High
TKT-01350,Search functionality returns irrelevant results for exact-ma...,Search functionality returns irrelevant results for exact-match queries.,Technical,Medium
TKT-01351,"Dear support, Our automated pipeline is failing because your...","Dear support, Our automated pipeline is failing because your API endpoint is unreachable. Thanks in advance. ",Technical,High
TKT-01352,Multi-factor authentication is broken; I cannot receive any ...,"Multi-factor authentication is broken; I cannot receive any verification codes. Dear support, ",Account Access,High
TKT-01353,"By the way, What are your customer support hours on weekends...","By the way, What are your customer support hours on weekends? This is really frustrating. ",General Inquiry,Low
TKT-01354,"Dear support, Two-factor authentication emails are arriving ...","Dear support, Two-factor authentication emails are arriving with a 15-minute delay. Looking forward to a quick resolution. ",Technical,Medium
TKT-01355,I was charged twice for my subscription this month and need ...,I was charged twice for my subscription this month and need an immediate refund. This is really frustrating. ,Billing,High
TKT-01356,Can you add an option to sort tickets by creation date in as...,Can you add an option to sort tickets by creation date in ascending order?,Technical,Low
TKT-01357,I can log in on mobile but the web app says my credentials a...,I can log in on mobile but the web app says my credentials are invalid.,Account Access,Medium
TKT-01358,This is really frustrating. Need a copy of my invoice from l...,This is really frustrating. Need a copy of my invoice from last quarter for tax purposes.,Billing,Medium
TKT-01359,How do I enable two-factor authentication for my account?,How do I enable two-factor authentication for my account?,Account Access,Medium
TKT-01360,Minor typo on the settings page: 'Notifcations' instead of '...,Minor typo on the settings page: 'Notifcations' instead of 'Notifications'.,Technical,Low
TKT-01361,We've been waiting for days. Can you provide a comparison be...,We've been waiting for days. Can you provide a comparison between the Pro and Enterprise tiers?,General Inquiry,Medium
TKT-01362,I want to downgrade my plan. Will I receive a prorated refun...,I want to downgrade my plan. Will I receive a prorated refund? Please note: ,Billing,Medium
TKT-01363,Just wondering when the next billing cycle starts.,Just wondering when the next billing cycle starts.,Billing,Low
TKT-01364,Reports show incorrect date ranges when timezone is set to U...,Reports show incorrect date ranges when timezone is set to UTC.,Technical,Medium
TKT-01365,Looking forward to a quick resolution. The on-boarding toolt...,Looking forward to a quick resolution. The on-boarding tooltip covers the submit button on smaller screens.,Technical,Low
TKT-01366,"Also, Server returns 500 error on every API call since this ...","Also, Server returns 500 error on every API call since this morning. Production blocked.",Technical,High
TKT-01367,Need an emergency meeting with your solutions architect befo...,Need an emergency meeting with your solutions architect before our board call. Thanks in advance. ,General Inquiry,High
TKT-01368,Where can I find the latest product documentation and releas...,Where can I find the latest product documentation and release notes?,General Inquiry,Medium
TKT-01369,"Also, I forgot my password and the reset email goes to an ol...","Also, I forgot my password and the reset email goes to an old address.",Account Access,Medium
TKT-01370,Just wanted to say thanks — the new update is really smooth!...,Just wanted to say thanks — the new update is really smooth! Looking forward to a quick resolution. ,General Inquiry,Low
TKT-01371,Do you have case studies from companies in the healthcare se...,Do you have case studies from companies in the healthcare sector?,General Inquiry,Medium
TKT-01372,How do I view my login history for security review? By the w...,"How do I view my login history for security review? By the way, ",Account Access,Low
TKT-01373,Unauthorized charge on my account. I did not authorize this ...,Unauthorized charge on my account. I did not authorize this transaction at all. Please prioritize this. ,Billing,High
TKT-01374,Looking forward to a quick resolution. We are evaluating you...,Looking forward to a quick resolution. We are evaluating your product for a 5000-seat enterprise deal. Need info ASAP. FYI — ,General Inquiry,High
TKT-01375,What new features are planned for the next product release?,What new features are planned for the next product release?,General Inquiry,Medium
TKT-01376,I want to downgrade my plan. Will I receive a prorated refun...,I want to downgrade my plan. Will I receive a prorated refund?,Billing,Medium
TKT-01377,Appreciate your help. I'd like to switch from monthly to ann...,Appreciate your help. I'd like to switch from monthly to annual billing. What are the steps?,Billing,Medium
TKT-01378,Critical data loss after the latest update. We need recovery...,Critical data loss after the latest update. We need recovery immediately.,Technical,High
